"Concept Id","Name","Description","Synonyms","Answers","Set Members","Class","Datatype","Changed By","Creator"
7109,"Trichiasis without entropian right eye, unspecified eyelid","Trichiasis without entropian right eye, unspecified eyelid","Trichiasis without entropian right eye, unspecified eyelid
H02.053",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7110,"Trichiasis without entropian left upper eyelid","Trichiasis without entropian left upper eyelid","Trichiasis without entropian left upper eyelid
H02.054",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7111,"Trichiasis without entropian left lower eyelid","Trichiasis without entropian left lower eyelid","H02.055
Trichiasis without entropian left lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7112,"Trichiasis without entropian left eye, unspecified eyelid","Trichiasis without entropian left eye, unspecified eyelid","H02.056
Trichiasis without entropian left eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7113,"Trichiasis without entropian unspecified eye, unspecified eyelid","Trichiasis without entropian unspecified eye, unspecified eyelid","Trichiasis without entropian unspecified eye, unspecified eyelid
H02.059",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7114,"Unspecified ectropion of right upper eyelid","Unspecified ectropion of right upper eyelid","Unspecified ectropion of right upper eyelid
H02.101",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7115,"Unspecified ectropion of right lower eyelid","Unspecified ectropion of right lower eyelid","Unspecified ectropion of right lower eyelid
H02.102",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7116,"Unspecified ectropion of right eye, unspecified eyelid","Unspecified ectropion of right eye, unspecified eyelid","H02.103
Unspecified ectropion of right eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7117,"Unspecified ectropion of left upper eyelid","Unspecified ectropion of left upper eyelid","Unspecified ectropion of left upper eyelid
H02.104",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7118,"Unspecified ectropion of left lower eyelid","Unspecified ectropion of left lower eyelid","Unspecified ectropion of left lower eyelid
H02.105",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7119,"Unspecified ectropion of left eye, unspecified eyelid","Unspecified ectropion of left eye, unspecified eyelid","Unspecified ectropion of left eye, unspecified eyelid
H02.106",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7120,"Unspecified ectropion of unspecified eye, unspecified eyelid","Unspecified ectropion of unspecified eye, unspecified eyelid","Unspecified ectropion of unspecified eye, unspecified eyelid
H02.109",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7121,"Cicatricial ectropion of right upper eyelid","Cicatricial ectropion of right upper eyelid","H02.111
Cicatricial ectropion of right upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7122,"Cicatricial ectropion of right lower eyelid","Cicatricial ectropion of right lower eyelid","Cicatricial ectropion of right lower eyelid
H02.112",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7123,"Cicatricial ectropion of right eye, unspecified eyelid","Cicatricial ectropion of right eye, unspecified eyelid","Cicatricial ectropion of right eye, unspecified eyelid
H02.113",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7124,"Cicatricial ectropion of left upper eyelid","Cicatricial ectropion of left upper eyelid","H02.114
Cicatricial ectropion of left upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7125,"Cicatricial ectropion of left lower eyelid","Cicatricial ectropion of left lower eyelid","Cicatricial ectropion of left lower eyelid
H02.115",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7126,"Cicatricial ectropion of left eye, unspecified eyelid","Cicatricial ectropion of left eye, unspecified eyelid","Cicatricial ectropion of left eye, unspecified eyelid
H02.116",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7127,"Cicatricial ectropion of unspecified eye, unspecified eyelid","Cicatricial ectropion of unspecified eye, unspecified eyelid","H02.119
Cicatricial ectropion of unspecified eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7128,"Mechanical ectropion of right upper eyelid","Mechanical ectropion of right upper eyelid","Mechanical ectropion of right upper eyelid
H02.121",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7129,"Mechanical ectropion of right lower eyelid","Mechanical ectropion of right lower eyelid","Mechanical ectropion of right lower eyelid
H02.122",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7130,"Mechanical ectropion of right eye, unspecified eyelid","Mechanical ectropion of right eye, unspecified eyelid","H02.123
Mechanical ectropion of right eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7131,"Mechanical ectropion of left upper eyelid","Mechanical ectropion of left upper eyelid","Mechanical ectropion of left upper eyelid
H02.124",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7132,"Mechanical ectropion of left lower eyelid","Mechanical ectropion of left lower eyelid","H02.125
Mechanical ectropion of left lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7133,"Mechanical ectropion of left eye, unspecified eyelid","Mechanical ectropion of left eye, unspecified eyelid","H02.126
Mechanical ectropion of left eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7134,"Mechanical ectropion of unspecified eye, unspecified eyelid","Mechanical ectropion of unspecified eye, unspecified eyelid","Mechanical ectropion of unspecified eye, unspecified eyelid
H02.129",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7135,"Senile ectropion of right upper eyelid","Senile ectropion of right upper eyelid","H02.131
Senile ectropion of right upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7136,"Senile ectropion of right lower eyelid","Senile ectropion of right lower eyelid","H02.132
Senile ectropion of right lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7137,"Senile ectropion of right eye, unspecified eyelid","Senile ectropion of right eye, unspecified eyelid","H02.133
Senile ectropion of right eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7138,"Senile ectropion of left upper eyelid","Senile ectropion of left upper eyelid","H02.134
Senile ectropion of left upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7139,"Senile ectropion of left lower eyelid","Senile ectropion of left lower eyelid","Senile ectropion of left lower eyelid
H02.135",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7140,"Senile ectropion of left eye, unspecified eyelid","Senile ectropion of left eye, unspecified eyelid","H02.136
Senile ectropion of left eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7141,"Senile ectropion of unspecified eye, unspecified eyelid","Senile ectropion of unspecified eye, unspecified eyelid","Senile ectropion of unspecified eye, unspecified eyelid
H02.139",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7142,"Spastic ectropion of right upper eyelid","Spastic ectropion of right upper eyelid","Spastic ectropion of right upper eyelid
H02.141",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7143,"Spastic ectropion of right lower eyelid","Spastic ectropion of right lower eyelid","Spastic ectropion of right lower eyelid
H02.142",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7144,"Spastic ectropion of right eye, unspecified eyelid","Spastic ectropion of right eye, unspecified eyelid","Spastic ectropion of right eye, unspecified eyelid
H02.143",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7145,"Spastic ectropion of left upper eyelid","Spastic ectropion of left upper eyelid","H02.144
Spastic ectropion of left upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7146,"Spastic ectropion of left lower eyelid","Spastic ectropion of left lower eyelid","Spastic ectropion of left lower eyelid
H02.145",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7147,"Spastic ectropion of left eye, unspecified eyelid","Spastic ectropion of left eye, unspecified eyelid","H02.146
Spastic ectropion of left eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7148,"Spastic ectropion of unspecified eye, unspecified eyelid","Spastic ectropion of unspecified eye, unspecified eyelid","Spastic ectropion of unspecified eye, unspecified eyelid
H02.149",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7149,"Unspecified lagophthalmos right upper eyelid","Unspecified lagophthalmos right upper eyelid","H02.201
Unspecified lagophthalmos right upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7150,"Unspecified lagophthalmos right lower eyelid","Unspecified lagophthalmos right lower eyelid","Unspecified lagophthalmos right lower eyelid
H02.202",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7151,"Unspecified lagophthalmos right eye, unspecified eyelid","Unspecified lagophthalmos right eye, unspecified eyelid","Unspecified lagophthalmos right eye, unspecified eyelid
H02.203",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7152,"Unspecified lagophthalmos left upper eyelid","Unspecified lagophthalmos left upper eyelid","H02.204
Unspecified lagophthalmos left upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7153,"Unspecified lagophthalmos left lower eyelid","Unspecified lagophthalmos left lower eyelid","H02.205
Unspecified lagophthalmos left lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7154,"Unspecified lagophthalmos left eye, unspecified eyelid","Unspecified lagophthalmos left eye, unspecified eyelid","H02.206
Unspecified lagophthalmos left eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7155,"Unspecified lagophthalmos unspecified eye, unspecified eyelid","Unspecified lagophthalmos unspecified eye, unspecified eyelid","H02.209
Unspecified lagophthalmos unspecified eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7156,"Cicatricial lagophthalmos right upper eyelid","Cicatricial lagophthalmos right upper eyelid","Cicatricial lagophthalmos right upper eyelid
H02.211",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7157,"Cicatricial lagophthalmos right lower eyelid","Cicatricial lagophthalmos right lower eyelid","H02.212
Cicatricial lagophthalmos right lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7158,"Cicatricial lagophthalmos right eye, unspecified eyelid","Cicatricial lagophthalmos right eye, unspecified eyelid","Cicatricial lagophthalmos right eye, unspecified eyelid
H02.213",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7159,"Cicatricial lagophthalmos left upper eyelid","Cicatricial lagophthalmos left upper eyelid","H02.214
Cicatricial lagophthalmos left upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7160,"Cicatricial lagophthalmos left lower eyelid","Cicatricial lagophthalmos left lower eyelid","H02.215
Cicatricial lagophthalmos left lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7161,"Cicatricial lagophthalmos left eye, unspecified eyelid","Cicatricial lagophthalmos left eye, unspecified eyelid","Cicatricial lagophthalmos left eye, unspecified eyelid
H02.216",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7162,"Cicatricial lagophthalmos unspecified eye, unspecified eyelid","Cicatricial lagophthalmos unspecified eye, unspecified eyelid","Cicatricial lagophthalmos unspecified eye, unspecified eyelid
H02.219",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7163,"Mechanical lagophthalmos right upper eyelid","Mechanical lagophthalmos right upper eyelid","H02.221
Mechanical lagophthalmos right upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7164,"Mechanical lagophthalmos right lower eyelid","Mechanical lagophthalmos right lower eyelid","H02.222
Mechanical lagophthalmos right lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7165,"Mechanical lagophthalmos right eye, unspecified eyelid","Mechanical lagophthalmos right eye, unspecified eyelid","Mechanical lagophthalmos right eye, unspecified eyelid
H02.223",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7166,"Mechanical lagophthalmos left upper eyelid","Mechanical lagophthalmos left upper eyelid","H02.224
Mechanical lagophthalmos left upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7167,"Mechanical lagophthalmos left lower eyelid","Mechanical lagophthalmos left lower eyelid","H02.225
Mechanical lagophthalmos left lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7168,"Mechanical lagophthalmos left eye, unspecified eyelid","Mechanical lagophthalmos left eye, unspecified eyelid","Mechanical lagophthalmos left eye, unspecified eyelid
H02.226",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7169,"Mechanical lagophthalmos unspecified eye, unspecified eyelid","Mechanical lagophthalmos unspecified eye, unspecified eyelid","H02.229
Mechanical lagophthalmos unspecified eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7170,"Paralytic lagophthalmos right upper eyelid","Paralytic lagophthalmos right upper eyelid","Paralytic lagophthalmos right upper eyelid
H02.231",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7171,"Paralytic lagophthalmos right lower eyelid","Paralytic lagophthalmos right lower eyelid","Paralytic lagophthalmos right lower eyelid
H02.232",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7172,"Paralytic lagophthalmos right eye, unspecified eyelid","Paralytic lagophthalmos right eye, unspecified eyelid","H02.233
Paralytic lagophthalmos right eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7173,"Paralytic lagophthalmos left upper eyelid","Paralytic lagophthalmos left upper eyelid","H02.234
Paralytic lagophthalmos left upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7174,"Paralytic lagophthalmos left lower eyelid","Paralytic lagophthalmos left lower eyelid","H02.235
Paralytic lagophthalmos left lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7175,"Paralytic lagophthalmos left eye, unspecified eyelid","Paralytic lagophthalmos left eye, unspecified eyelid","Paralytic lagophthalmos left eye, unspecified eyelid
H02.236",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7176,"Paralytic lagophthalmos unspecified eye, unspecified eyelid","Paralytic lagophthalmos unspecified eye, unspecified eyelid","H02.239
Paralytic lagophthalmos unspecified eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7177,"Blepharochalasis unspecified eye, unspecified eyelid","Blepharochalasis unspecified eye, unspecified eyelid","Blepharochalasis unspecified eye, unspecified eyelid
H02.30",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7178,"Blepharochalasis right upper eyelid","Blepharochalasis right upper eyelid","Blepharochalasis right upper eyelid
H02.31",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7179,"Blepharochalasis right lower eyelid","Blepharochalasis right lower eyelid","H02.32
Blepharochalasis right lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7180,"Blepharochalasis right eye, unspecified eyelid","Blepharochalasis right eye, unspecified eyelid","Blepharochalasis right eye, unspecified eyelid
H02.33",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7181,"Blepharochalasis left upper eyelid","Blepharochalasis left upper eyelid","Blepharochalasis left upper eyelid
H02.34",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7182,"Blepharochalasis left lower eyelid","Blepharochalasis left lower eyelid","Blepharochalasis left lower eyelid
H02.35",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7183,"Blepharochalasis left eye, unspecified eyelid","Blepharochalasis left eye, unspecified eyelid","Blepharochalasis left eye, unspecified eyelid
H02.36",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7184,"Unspecified ptosis of right eyelid","Unspecified ptosis of right eyelid","H02.401
Unspecified ptosis of right eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7185,"Unspecified ptosis of left eyelid","Unspecified ptosis of left eyelid","Unspecified ptosis of left eyelid
H02.402",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7186,"Unspecified ptosis of bilateral eyelids","Unspecified ptosis of bilateral eyelids","H02.403
Unspecified ptosis of bilateral eyelids",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7187,"Unspecified ptosis of unspecified eyelid","Unspecified ptosis of unspecified eyelid","H02.409
Unspecified ptosis of unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7188,"Mechanical ptosis of right eyelid","Mechanical ptosis of right eyelid","Mechanical ptosis of right eyelid
H02.411",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7189,"Mechanical ptosis of left eyelid","Mechanical ptosis of left eyelid","Mechanical ptosis of left eyelid
H02.412",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7190,"Mechanical ptosis of bilateral eyelids","Mechanical ptosis of bilateral eyelids","Mechanical ptosis of bilateral eyelids
H02.413",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7191,"Mechanical ptosis of unspecified eyelid","Mechanical ptosis of unspecified eyelid","H02.419
Mechanical ptosis of unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7192,"Myogenic ptosis of right eyelid","Myogenic ptosis of right eyelid","H02.421
Myogenic ptosis of right eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7193,"Myogenic ptosis of left eyelid","Myogenic ptosis of left eyelid","Myogenic ptosis of left eyelid
H02.422",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7194,"Myogenic ptosis of bilateral eyelids","Myogenic ptosis of bilateral eyelids","Myogenic ptosis of bilateral eyelids
H02.423",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7195,"Myogenic ptosis of unspecified eyelid","Myogenic ptosis of unspecified eyelid","Myogenic ptosis of unspecified eyelid
H02.429",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7196,"Paralytic ptosis of right eyelid","Paralytic ptosis of right eyelid","H02.431
Paralytic ptosis of right eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7197,"Paralytic ptosis of left eyelid","Paralytic ptosis of left eyelid","H02.432
Paralytic ptosis of left eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7198,"Paralytic ptosis of bilateral eyelids","Paralytic ptosis of bilateral eyelids","Paralytic ptosis of bilateral eyelids
H02.433",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7199,"Paralytic ptosis unspecified eyelid","Paralytic ptosis unspecified eyelid","H02.439
Paralytic ptosis unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7200,"Abnormal innervation syndrome right upper eyelid","Abnormal innervation syndrome right upper eyelid","Abnormal innervation syndrome right upper eyelid
H02.511",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7201,"Abnormal innervation syndrome right lower eyelid","Abnormal innervation syndrome right lower eyelid","Abnormal innervation syndrome right lower eyelid
H02.512",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7202,"Abnormal innervation syndrome right eye, unspecified eyelid","Abnormal innervation syndrome right eye, unspecified eyelid","Abnormal innervation syndrome right eye, unspecified eyelid
H02.513",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7203,"Abnormal innervation syndrome left upper eyelid","Abnormal innervation syndrome left upper eyelid","H02.514
Abnormal innervation syndrome left upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7204,"Abnormal innervation syndrome left lower eyelid","Abnormal innervation syndrome left lower eyelid","Abnormal innervation syndrome left lower eyelid
H02.515",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7205,"Abnormal innervation syndrome left eye, unspecified eyelid","Abnormal innervation syndrome left eye, unspecified eyelid","Abnormal innervation syndrome left eye, unspecified eyelid
H02.516",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7206,"Abnormal innervation syndrome unspecified eye, unspecified eyelid","Abnormal innervation syndrome unspecified eye, unspecified eyelid","Abnormal innervation syndrome unspecified eye, unspecified eyelid
H02.519",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7207,"Blepharophimosis right upper eyelid","Blepharophimosis right upper eyelid","H02.521
Blepharophimosis right upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7208,"Blepharophimosis right lower eyelid","Blepharophimosis right lower eyelid","Blepharophimosis right lower eyelid
H02.522",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7209,"Blepharophimosis right eye, unspecified eyelid","Blepharophimosis right eye, unspecified eyelid","H02.523
Blepharophimosis right eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7210,"Blepharophimosis left upper eyelid","Blepharophimosis left upper eyelid","H02.524
Blepharophimosis left upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7211,"Blepharophimosis left lower eyelid","Blepharophimosis left lower eyelid","Blepharophimosis left lower eyelid
H02.525",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7212,"Blepharophimosis left eye, unspecified eyelid","Blepharophimosis left eye, unspecified eyelid","H02.526
Blepharophimosis left eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7213,"Blepharophimosis unspecified eye, unspecified lid","Blepharophimosis unspecified eye, unspecified lid","H02.529
Blepharophimosis unspecified eye, unspecified lid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7214,"Eyelid retraction right upper eyelid","Eyelid retraction right upper eyelid","H02.531
Eyelid retraction right upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7215,"Eyelid retraction right lower eyelid","Eyelid retraction right lower eyelid","Eyelid retraction right lower eyelid
H02.532",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7216,"Eyelid retraction right eye, unspecified eyelid","Eyelid retraction right eye, unspecified eyelid","H02.533
Eyelid retraction right eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7217,"Eyelid retraction left upper eyelid","Eyelid retraction left upper eyelid","H02.534
Eyelid retraction left upper eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7218,"Eyelid retraction left lower eyelid","Eyelid retraction left lower eyelid","H02.535
Eyelid retraction left lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7219,"Eyelid retraction left eye, unspecified eyelid","Eyelid retraction left eye, unspecified eyelid","H02.536
Eyelid retraction left eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7220,"Eyelid retraction unspecified eye, unspecified lid","Eyelid retraction unspecified eye, unspecified lid","Eyelid retraction unspecified eye, unspecified lid
H02.539",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7221,"Other disorders affecting eyelid function","Other disorders affecting eyelid function","Other disorders affecting eyelid function
H02.59",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7222,"Xanthelasma of unspecified eye, unspecified eyelid","Xanthelasma of unspecified eye, unspecified eyelid","H02.60
Xanthelasma of unspecified eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7223,"Xanthelasma of right upper eyelid","Xanthelasma of right upper eyelid","Xanthelasma of right upper eyelid
H02.61",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7224,"Xanthelasma of right lower eyelid","Xanthelasma of right lower eyelid","H02.62
Xanthelasma of right lower eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7225,"Xanthelasma of right eye, unspecified eyelid","Xanthelasma of right eye, unspecified eyelid","Xanthelasma of right eye, unspecified eyelid
H02.63",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7226,"Xanthelasma of left upper eyelid","Xanthelasma of left upper eyelid","Xanthelasma of left upper eyelid
H02.64",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7227,"Xanthelasma of left lower eyelid","Xanthelasma of left lower eyelid","Xanthelasma of left lower eyelid
H02.65",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7228,"Xanthelasma of left eye, unspecified eyelid","Xanthelasma of left eye, unspecified eyelid","H02.66
Xanthelasma of left eye, unspecified eyelid",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7229,"Unspecified degenerative disorders of eyelid and periocular area","Unspecified degenerative disorders of eyelid and periocular area","Unspecified degenerative disorders of eyelid and periocular area
H02.70",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7230,"Chloasma of right upper eyelid and periocular area","Chloasma of right upper eyelid and periocular area","H02.711
Chloasma of right upper eyelid and periocular area",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7231,"Chloasma of right lower eyelid and periocular area","Chloasma of right lower eyelid and periocular area","H02.712
Chloasma of right lower eyelid and periocular area",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7232,"Chloasma of right eye, unspecified eyelid and periocular area","Chloasma of right eye, unspecified eyelid and periocular area","H02.713
Chloasma of right eye, unspecified eyelid and periocular area",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7233,"Chloasma of left upper eyelid and periocular area","Chloasma of left upper eyelid and periocular area","H02.714
Chloasma of left upper eyelid and periocular area",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7234,"Chloasma of left lower eyelid and periocular area","Chloasma of left lower eyelid and periocular area","H02.715
Chloasma of left lower eyelid and periocular area",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7235,"Chloasma of left eye, unspecified eyelid and periocular area","Chloasma of left eye, unspecified eyelid and periocular area","H02.716
Chloasma of left eye, unspecified eyelid and periocular area",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7236,"Chloasma of unspecified eye, unspecified eyelid and periocular area","Chloasma of unspecified eye, unspecified eyelid and periocular area","H02.719
Chloasma of unspecified eye, unspecified eyelid and periocular area",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7237,"Madarosis of right upper eyelid and periocular area","Madarosis of right upper eyelid and periocular area","H02.721
Madarosis of right upper eyelid and periocular area",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7238,"Madarosis of right lower eyelid and periocular area","Madarosis of right lower eyelid and periocular area","Madarosis of right lower eyelid and periocular area
H02.722",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7239,"Madarosis of right eye, unspecified eyelid and periocular area","Madarosis of right eye, unspecified eyelid and periocular area","Madarosis of right eye, unspecified eyelid and periocular area
H02.723",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7240,"Madarosis of left upper eyelid and periocular area","Madarosis of left upper eyelid and periocular area","H02.724
Madarosis of left upper eyelid and periocular area",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7241,"Madarosis of left lower eyelid and periocular area","Madarosis of left lower eyelid and periocular area","H02.725
Madarosis of left lower eyelid and periocular area",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7242,"Madarosis of left eye, unspecified eyelid and periocular area","Madarosis of left eye, unspecified eyelid and periocular area","H02.726
Madarosis of left eye, unspecified eyelid and periocular area",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
7243,"Madarosis of unspecified eye, unspecified eyelid and periocular area","Madarosis of unspecified eye, unspecified eyelid and periocular area","Madarosis of unspecified eye, unspecified eyelid and periocular area
H02.729",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
